Type,Entity 1,Relationship,Type,Entity2
PERSON,Kelly, collect ,GPE, illegally exported objects in London
PERSON,Drew, eventually settled ,GPE, Swetnam
ORG,US Customs, series on ,PERSON, targets identified through secret recordings made by Kelly
GPE,Sipán, is in ,GPE, Peru
ORG,US Customs, conducted ,O, series on targets identified through secret recordings
PERSON,Drew, settled ,GPE, Swetnam
PERSON,Craig, in ,O, home
GPE,Swetnam, plead ,CARDINAL, guilty to three counts
PERSON,Fred Drew, was retired American diplomat ,GPE, who had been functioning for about 20 years before Sipán looting
DATE,six months, is in ,O, prison
PERSON,Drew, sometimes bribing customs officers in ,O, process
PERSON,Kelly, collect ,O, exported objects
PERSON,Drew, had worked together of ,O, member of smuggling operation
PERSON,Kelly, contacted United States Customs agent Gaston Wallace On ,DATE, 18 September 1987
ORG,US Customs, conducted series On ,O, 30 March
PERSON,Drew, sometimes bribing ,GPE, Swetnam
GPE,Swetnam, was sentenced to ,O, six months
GPE,Swetnam, was ,O, sentenced
PERSON,Berckemeyer, used ,O, family cartel connections
PERSON,Fred Drew, was American diplomat ,GPE, who had been functioning for about 20 years before Sipán looting
PERSON,Fred Drew, was retired diplomat ,O, who had been functioning
GPE,Swetnam, plead ,O, guilty
PERSON,Fred Drew, was American diplomat ,GPE, who had been functioning before Sipán looting
PERSON,Kelly, pay for ,O, funeral
PERSON,Fred Drew, was retired diplomat ,GPE, who had been functioning as buyer before Sipán looting
PERSON,Kelly, collect ,GPE, illegally exported Peruvian objects in London
PERSON,Fred Drew, was retired American diplomat ,O, who had been functioning for about 20 years
PERSON,Kelly, receive ,GPE, footlocker full of Sipán objects
PERSON,Johnson, authenticated ,O, shipment
GPE,Swetnam, offered ,PERSON, pay for Kelly 's plane tickets
ORG,US Customs, conducted ,PERSON, series of raids on targets identified through recordings made by Kelly
ORG,US Customs, series on ,O, targets identified
PERSON,Jacqueline, were charged with ,CARDINAL, ten counts of conspiracy
PERSON,Drew, bribing customs officers in ,DATE, Atwood 2004
PERSON,Kelly, collect ,NORP, exported Peruvian objects in London
PERSON,Pereda, informed ,PERSON, Poli
PERSON,Kirkpatrick, Lords of ,GPE, Sipán
PERSON,Kelly, provide ,O, false provenance based on his father 's death
