Type,Entity 1,Relationship,Type,Entity2
PERSON,Yeti, are common topic of ,O, conversation between western climbers
PERSON,Yeti, historically was perceived as ,O, threat to people
ORG,BBC News, accessed at_time ,CARDINAL, 4 December 2012
PERSON,Yeti, are topic of ,O, conversation between western climbers
PERSON,Byrne, obtained ,O, finger
PERSON,Yeti, are well-known characters in ,O, high-Himalaya mythology
PERSON,Byrne, presents ,O, slightly different account he came into possession of finger
PERSON,Byrne, presents ,O, different account he came
PERSON,Yeti, are characters in ,O, high-Himalaya mythology
PERSON,Byrne, presents ,O, different account
PERSON,Byrne, presents ,O, slightly different account he came into possession
PERSON,Yeti, been incorporated into ,O, local interpretation
PERSON,Yeti, historically was perceived as ,O, threat
PERSON,Byrne, presents ,O, slightly different account he came
PERSON,Yeti, been incorporated into ,O, interpretation
PERSON,Byrne, presents ,O, account he came into possession of finger
PERSON,Yeti, been ,O, incorporated
PERSON,Yeti, are ,O, also common topic
PERSON,Byrne, presents ,O, different account he came into possession
PERSON,Yeti, are also topic of ,O, conversation between climbers
PERSON,Yeti, are common topic of ,O, conversation
PERSON,Byrne, stealing ,CARDINAL, one fingers from Yeti hand
PERSON,Byrne, Working on ,O, premise
PERSON,Peter Byrne, traveled ,O, look for evidence of existence of
PERSON,Yeti, are topic of ,O, conversation
PERSON,Burns, Report on ,O, Sample of Skin from 80
